#{"t_start": 1736528470.7258098, "env_id": "footsteps-planning-any-withball-v0"}
r,l,t
-23.906512,22,32760.619373
-22.345519,21,32761.107928
-20.248629,19,32761.48097
-30.761562,28,32761.846517
-23.351219,23,32762.390598
-34.237076,31,32762.815654
-35.289399,31,32763.405722
-32.89672,30,32763.989798
-31.939775,29,32764.548359
-38.757885,33,32765.068923
-20.632202,20,32765.666992
-20.117778,19,32766.022052
-26.498305,25,32766.391102
-23.732985,22,32766.824148
-24.894877,23,32767.228208
-28.383885,26,32767.635272
-18.247365,18,32768.124829
-27.632399,25,32768.46987
-39.995126,35,32768.939926
-14.279528,14,32769.617508
-35.578536,31,32769.900042
-34.909231,30,32770.486108
-22.906277,21,32771.062666
-27.972796,25,32771.46271
-16.876933,16,32771.909259
-31.081819,28,32772.247798
-39.616167,35,32772.78086
-33.121946,30,32773.429935
-9.478104,10,32773.972992
-30.694885,27,32774.17701
-28.297504,26,32774.659062
-29.278167,26,32775.125619
-42.168682,36,32775.638178
-35.771909,32,32776.436288
-13.269332,13,32777.027367
-22.863786,21,32777.286897
-31.567298,29,32777.680949
-41.612349,36,32778.2385
-23.379356,22,32778.913084
-43.381391,37,32779.338129
-32.682099,30,32780.012714
-21.56014,20,32780.545277
-27.68239,25,32780.93732
-23.944884,22,32781.403876
-45.467935,38,32781.818924
-31.806559,29,32782.529504
-35.39823,31,32783.070079
-22.674158,21,32783.630142
-34.15676,30,32784.029197
-28.84852,26,32784.617266
-18.346225,18,32785.10182
-38.544144,33,32785.44635
-40.0116,35,32786.044417
-16.523979,16,32786.678986
-27.754067,25,32786.993517
-29.429898,27,32787.474083
-22.357906,21,32787.983641
-30.246727,28,32788.370185
-17.816576,17,32788.882241
-27.085263,24,32789.170271
-30.138904,27,32789.624825
-19.444364,18,32790.156382
-34.557104,31,32790.501433
-31.539518,29,32791.068992
-15.277684,15,32791.563552
-12.416049,13,32791.842091
-16.049109,16,32792.069118
-35.406825,31,32792.376173
-25.688675,23,32792.919733
-38.282141,33,32793.327787
-19.675747,19,32793.90287
-27.378776,25,32794.248417
-27.365065,25,32794.707975
-27.852081,25,32795.200545
-26.908118,25,32795.634597
-26.848866,25,32796.087144
-22.668834,21,32796.515194
-27.29662,25,32796.928242
-30.701728,28,32797.382801
-35.624316,31,32797.894369
-20.090537,19,32798.477442
-43.177674,37,32798.870985
-36.630605,32,32799.583076
-21.181708,20,32800.141647
-40.828178,35,32800.521707
-23.167282,21,32801.128794
-32.034603,28,32801.532847
-32.207637,28,32802.073916
-26.589093,24,32802.582471
-15.326707,15,32803.025523
-26.865679,24,32803.308056
-22.021466,21,32803.741114
-20.208014,19,32804.122174
-38.657575,33,32804.472724
-39.909162,34,32805.063794
-32.841168,29,32805.680398
-12.802221,13,32806.180965
-21.017186,20,32806.431999
-29.346654,26,32806.814048
-28.31198,25,32807.296607
-24.581329,23,32807.736669
-33.510397,30,32808.158721
-23.30725,22,32808.696794
-23.963719,22,32809.11984
-43.587365,37,32809.525892
-22.773353,21,32810.182482
-11.839376,12,32810.573019
-27.004865,25,32810.809553
-26.74091,25,32811.280107
-14.844804,15,32811.757171
-31.451028,28,32812.041711
-11.701049,12,32812.53229
-29.310597,27,32812.775815
-29.293992,26,32813.257874
-36.238165,32,32813.741431
-19.247325,18,32814.347507
-13.812014,14,32814.702553
-16.298734,16,32814.977077
-14.924499,15,32815.274108
-42.50662,37,32815.567657
-29.725742,27,32816.248236
-38.461043,34,32816.778291
-16.624829,16,32817.415383
-30.267665,27,32817.723931
-25.247154,23,32818.241505
-37.04242,33,32818.661556
-28.230713,25,32819.264625
-24.280837,23,32819.712176
-30.776986,28,32820.195731
-33.276779,30,32820.683284
-11.646072,12,32821.242845
-17.068582,17,32821.495378
-21.23206,20,32821.798923
-14.077932,14,32822.173466
-13.503884,14,32822.409003
-38.469154,33,32822.695531
-26.884398,24,32823.315597
-26.843615,25,32823.767652
-30.359411,27,32824.221217
-24.75395,23,32824.730771
-40.056797,35,32825.138814
-40.106622,34,32825.756879
-21.679232,21,32826.385451
-33.824829,30,32826.79351
-43.758702,38,32827.354073
-17.32783,17,32828.053648
-23.310108,22,32828.36118
-53.174134,45,32828.792735
-40.556294,35,32829.594824
-43.633309,37,32830.295403
-28.908024,26,32830.979988
-38.434372,34,32831.457036
-40.263894,34,32832.105614
-29.604417,27,32832.741682
-35.674507,31,32833.252242
-23.070373,21,32833.789315
-45.590874,38,32834.215369
-34.483043,30,32834.865448
-31.502986,28,32835.392521
-32.974322,29,32835.932093
-38.439882,33,32836.448665
-24.56414,23,32837.025747
-20.008478,19,32837.415799
-24.052957,23,32837.762335
-33.387155,29,32838.176384
-34.803576,30,32838.704467
-30.969477,28,32839.253054
-19.447198,19,32839.753631
-23.826475,22,32840.087681
-45.668015,39,32840.504745
-17.306945,17,32841.198331
-26.140693,24,32841.499872
-20.683129,19,32841.94292
-39.136856,34,32842.307963
-41.098861,35,32842.983533
-25.759157,24,32843.60661
-26.356232,24,32844.074667
-23.099852,21,32844.513217
-41.789705,36,32844.925265
-16.816523,16,32845.581835
-23.094162,21,32845.888374
-14.027979,14,32846.258912
-24.258802,24,32846.52944
-22.769891,21,32847.003012
-27.196044,25,32847.406054
-41.28091,36,32847.860101
-22.539069,21,32848.532687
-25.191889,23,32848.915728
-31.629702,28,32849.33378
-40.967239,14,32849.849335
-32.124217,29,32850.135865
-15.119939,15,32850.675416
-14.007415,14,32850.943949
-28.297349,26,32851.197492
-13.202591,13,32851.648554
-32.295477,29,32851.932087
-31.293651,28,32852.470644
-35.819104,32,32852.980723
-16.278233,16,32853.548286
-29.389324,27,32853.846816
-30.410522,27,32854.314371
-34.684622,31,32854.805921
-40.678544,35,32855.401988
-19.019584,19,32856.023056
-37.123506,32,32856.398091
-36.357331,31,32857.023152
-18.497526,18,32857.575715
-23.597992,22,32857.927761
-9.813024,10,32858.324803
-39.36477,34,32858.529828
-13.234101,13,32859.123909
-16.946017,16,32859.373929
-17.682472,17,32859.662466
-32.086701,28,32859.988507
-16.731478,16,32860.496085
-15.457518,15,32860.805624
-24.616934,23,32861.110168
-47.82719,40,32861.538217
-21.785336,21,32862.287309
-39.549958,34,32862.696363
-33.55855,29,32863.319446
-30.810092,28,32863.948522
-26.764015,25,32864.461074
-38.358044,33,32864.914643
-12.77691,13,32865.517717
-36.956814,19,32865.769744
-41.06556,35,32866.138789
-36.754398,33,32866.81637
-36.417171,32,32867.429448
-47.418477,40,32867.988523
-44.422299,39,32868.747121
-24.617159,22,32869.42171
-35.331579,31,32869.84176
-42.624138,36,32870.403829
-37.145583,33,32871.101396
-22.245968,21,32871.688465
-38.020069,34,32872.087516
-36.071511,32,32872.685594
-48.844258,41,32873.265156
-4.196174,5,32874.033253
-12.311827,12,32874.122765
-39.018313,34,32874.342791
-40.244463,34,32874.956873
-29.097018,27,32875.585459
-22.409011,21,32876.095019
-31.090509,28,32876.481559
-36.089073,31,32877.010631
-40.153449,34,32877.540193
-31.497899,28,32878.167257
-22.323135,21,32878.68632
-29.621664,27,32879.063864
-37.30376,33,32879.60693
-37.211563,32,32880.221994
-32.40562,28,32880.814067
-35.63177,31,32881.331629
-18.089627,17,32881.90571
-19.526582,18,32882.223257
-42.911649,36,32882.564798
-44.25226,38,32883.225375
-47.152811,40,32883.930972
-22.608717,21,32884.657559
-42.827381,37,32885.075606
-34.400952,30,32885.731215
-29.146477,27,32886.267789
-18.019674,17,32886.764352
-17.385462,17,32887.076886
-31.891798,29,32887.40393
-38.034958,33,32887.964502
-38.456042,34,32888.582578
-11.078419,11,32889.21116
-38.267815,34,32889.425185
-16.998049,16,32890.03725
-31.495669,28,32890.345785
-34.407167,30,32890.867353
-18.646965,18,32891.377917
-29.794656,26,32891.719954
-32.336269,29,32892.200514
-42.074224,36,32892.761086
-18.371385,18,32893.419658
-30.273937,27,32893.7672
-20.319248,19,32894.259757
-27.985974,26,32894.5803
-8.458194,9,32895.037853
-17.723687,17,32895.206874
-7.339882,8,32895.539403
-25.794656,24,32895.685416
-30.582932,28,32896.106462
-31.987718,29,32896.62903
-22.955668,21,32897.123588
-30.753617,27,32897.51363
-28.689019,26,32898.010197
-30.298843,27,32898.500746
-23.016845,22,32899.024318
-32.180966,29,32899.426363
-31.720337,28,32899.970948
-13.293766,13,32900.515035
-31.640242,29,32900.811564
-36.114746,31,32901.343129
-10.713478,11,32901.887186
-26.932922,25,32902.10023
-39.456189,35,32902.622799
-30.122179,27,32903.255878
-17.958283,17,32903.775447
-17.66331,17,32904.092499
-33.53788,29,32904.442033
-22.003183,21,32904.958591
-37.257068,32,32905.398146
-29.753711,27,32906.00521
-10.508022,11,32906.478276
-39.328875,35,32906.731804
-24.352173,23,32907.343876
-20.503475,20,32907.777925
-12.813683,13,32908.134969
-26.29455,24,32908.398502
-24.774514,23,32908.833545
-29.883586,27,32909.252605
-22.287156,21,32909.750158
-15.595363,15,32910.149208
-36.967224,32,32910.466754
-41.832257,36,32911.197222
-20.46606,19,32911.915224
-38.288254,34,32912.287371
-51.760131,43,32912.945554
-30.526662,27,32913.727972
-31.078118,28,32914.2574
-43.677,37,32914.809429
-18.265694,18,32915.52675
-46.676286,40,32915.889044
-24.942839,23,32916.646492
-21.880054,21,32917.097348
-37.113015,32,32917.482166
-15.084286,15,32918.075222
-17.599281,17,32918.369224
-20.846824,19,32918.665803
-41.029988,35,32919.034002
-47.14041,41,32919.687225
-41.491092,36,32920.433092
-32.368465,29,32921.09388
-21.033572,20,32921.616437
-32.269614,29,32921.969565
-36.053894,31,32922.54601
-21.300933,20,32923.105497
-13.519736,14,32923.473088
-16.624206,16,32923.754405
-37.215817,32,32924.071944
-33.945512,30,32924.666024
-23.132444,22,32925.212092
-16.277245,16,32925.635138
-19.834337,20,32925.941674
-31.829421,28,32926.303721
-31.892807,29,32926.844299
-25.899287,24,32927.394865
-32.607146,29,32927.85843
-28.878027,26,32928.375979
-14.427092,14,32928.812529
-35.880626,32,32929.066567
-30.422006,27,32929.624634
-13.919449,14,32930.157192
-20.602179,20,32930.43872
-17.389867,17,32930.79526
-35.683566,31,32931.124309
-30.835011,28,32931.731378
-38.490575,34,32932.263934
-14.590003,14,32932.902499
-31.779284,29,32933.170525
-18.649073,18,32933.688091
-21.965501,21,32934.017136
-20.145256,19,32934.401195
-13.521398,13,32934.752726
-43.390045,38,32935.020254
-29.288457,26,32935.727839
-24.1147,22,32936.18889
-39.109203,33,32936.589936
-34.618066,30,32937.19002
-11.995391,12,32937.696576
-13.795419,14,32937.895605
-31.741526,28,32938.175141
-26.981925,24,32938.665704
-11.661134,12,32939.110255
-41.292851,36,32939.349289
-35.637491,32,32939.999358
-19.320614,18,32940.575427
-24.69328,23,32940.924467
-37.156599,33,32941.371525
-30.88432,28,32941.956594
-22.112143,21,32942.486146
-35.113976,31,32942.854198
-39.478218,34,32943.433274
-9.61613,10,32944.043356
-51.066813,43,32944.263378
-23.505326,22,32945.07647
-41.499444,35,32945.488519
-19.106442,18,32946.120084
-24.879423,23,32946.448623
-35.736285,31,32946.888682
-43.930252,37,32947.484776
-7.434086,8,32948.138366
-41.41484,36,32948.299879
-25.131488,23,32948.959455
-22.264706,21,32949.370513
-39.138329,34,32949.786561
-14.998077,15,32950.400648
-28.32992,26,32950.675181
-32.068038,29,32951.152736
-38.73698,34,32951.732797
-37.549379,32,32952.387866
-33.513931,30,32952.973958
-14.350142,14,32953.572037
-23.11765,22,32953.84457
-20.957661,21,32954.257619
-24.590295,23,32954.647678
-33.19307,30,32955.095734
-48.047878,41,32955.64781
-29.504433,27,32956.388415
-23.586477,22,32956.891967
-13.22453,13,32957.304521
-48.570622,41,32957.561548
-24.139798,22,32958.316636
-29.084666,26,32958.719683
-34.846772,30,32959.198742
-29.887981,27,32959.755832
-28.000693,25,32960.230403
-33.756155,29,32960.697456
-28.115443,25,32961.188018
-23.166729,22,32961.682583
-18.773751,18,32962.081635
-30.854462,27,32962.417681
-33.026862,29,32962.908236
-33.766261,30,32963.452806
-34.672908,30,32964.007876
-22.662778,21,32964.581436
-35.842735,31,32964.992484
-32.683263,29,32965.555568
-33.693143,30,32966.086138
-30.047677,27,32966.601713
-26.894838,24,32967.138797
-17.237481,17,32967.561852
-22.804078,21,32967.890392
-16.507294,16,32968.288451
-38.635407,33,32968.594986
-42.037029,37,32969.213563
-24.615637,23,32969.869649
-29.244624,27,32970.285704
-29.105972,26,32970.758266
-24.126976,22,32971.264817
-18.491496,18,32971.682866
-36.76234,32,32972.042906
-18.532108,18,32972.605985
-35.912543,31,32972.972522
-30.414098,27,32973.5426
-12.040986,12,32974.033165
-9.646745,10,32974.262188
-29.792334,27,32974.458207
-44.809779,38,32974.972771
-14.487781,14,32975.678344
-28.227578,26,32975.943878
-21.01748,20,32976.420431
-23.897541,22,32976.79097
-33.801455,29,32977.221527
-20.991542,20,32977.754086
-35.737536,32,32978.15314
-35.599003,31,32978.747209
-34.849473,31,32979.308267
-21.369771,20,32979.898826
-33.264596,30,32980.291868
-22.924882,21,32980.837936
-34.619846,30,32981.220979
-28.493574,26,32981.761534
-35.763277,32,32982.269093
-24.344284,22,32982.838169
-31.060817,28,32983.251208
-9.625128,10,32983.744773
-41.851222,36,32983.973811
-35.896086,31,32984.646392
-45.219071,38,32985.222469
-46.457612,39,32985.904526
-16.54305,16,32986.5821
-27.101671,25,32986.894637
-23.176853,21,32987.40121
-22.077502,21,32987.785251
-20.341406,19,32988.187294
-29.789113,27,32988.533331
-17.101372,16,32989.057885
-14.320002,14,32989.363417
-36.791227,33,32989.634945
-21.916251,21,32990.241013
-44.185186,37,32990.654052
-27.088751,25,32991.313628
-12.667716,13,32991.76068
-21.529899,20,32992.004703
-29.873979,27,32992.384745
-19.784631,19,32992.885301
-36.509717,32,32993.228342
-19.818211,19,32993.809411
-37.498769,33,32994.168951
-30.867758,27,32994.769041
-34.324212,31,32995.252595
-35.58619,31,32995.821654
-29.29444,26,32996.43473
-44.067482,37,32996.895796
-30.714685,28,32997.596394
-17.501745,17,32998.105958
-25.772553,24,32998.410997
-40.377671,35,32998.834054
-32.904783,30,32999.465128
-21.884297,21,33000.025193
-27.51107,25,33000.438235
-22.361058,21,33000.879303
-28.218601,26,33001.273358
-23.070917,21,33001.778919
-23.971935,22,33002.198979
-28.130867,26,33002.590025
-39.328336,34,33003.112094
-33.008085,30,33003.774169
-34.071144,30,33004.339233
-44.934456,38,33004.93131
-26.118421,24,33005.622899
-21.196114,20,33006.097948
-34.661341,31,33006.472004
-30.881319,27,33007.085079
-13.400817,13,33007.601644
-33.797031,30,33007.920705
-32.775223,29,33008.461259
-19.301703,18,33009.007817
-21.013253,20,33009.326851
-13.247901,13,33009.690404
-25.731731,24,33009.951945
-23.407454,22,33010.388005
-38.836798,33,33010.795065
-48.360592,41,33011.38913
-43.895111,38,33012.12921
-39.485057,35,33012.840791
-33.256646,29,33013.479867
-35.132142,31,33013.996425
-22.372421,21,33014.543494
-28.134085,18,33014.952549
-18.097649,17,33015.298088
-30.589703,28,33015.608644
-28.027652,26,33016.119713
-40.111202,34,33016.622272
-35.226572,31,33017.252341
-15.727131,16,33017.822409
-29.258947,27,33018.134944
-32.171063,29,33018.60601
-32.394862,29,33019.124087
-10.836542,11,33019.626644
-10.427625,11,33019.818667
-44.465216,38,33020.047701
-46.30414,39,33020.735286
-20.272441,19,33021.473869
-37.601221,32,33021.835907
-20.882676,20,33022.419002
-35.213634,31,33022.803541
-20.940908,20,33023.366618
-35.659687,32,33023.759666
-25.111182,23,33024.347732
-22.070677,20,33024.799786
-25.093388,23,33025.171835
-29.700756,27,33025.619388
-38.339593,34,33026.099446
-51.709392,43,33026.765022
-33.078722,30,33027.559131
-27.118916,24,33028.109703
-40.423965,35,33028.573267
-33.780508,29,33029.203333
-29.43746,27,33029.7544
-25.032303,23,33030.240967
-46.883779,40,33030.652028
-26.965539,24,33031.36064
-33.501692,29,33031.819195
-22.455024,21,33032.348761
-20.141628,19,33032.731808
-44.326184,37,33033.091354
-32.10615,28,33033.776948
-28.353972,26,33034.310504
-34.742486,31,33034.808059
-40.084743,34,33035.343133
-36.500021,32,33035.959217
-32.200115,29,33036.530296
-37.891902,32,33037.062866
-53.20062,44,33037.685953
-47.409384,40,33038.490046
-14.019526,14,33039.200641
-24.331391,22,33039.474183
-36.973401,32,33039.881233
-30.725951,28,33040.455306
-18.868008,18,33040.947877
-31.827787,28,33041.294416
-41.425969,36,33041.790978
-18.089775,17,33042.426558
-38.327026,34,33042.743098
-21.175796,20,33043.34117
-20.437565,19,33043.729215
-16.645495,16,33044.08776
-9.221572,10,33044.386312
-46.570255,39,33044.604341
-29.352267,27,33045.321434
-21.796632,20,33045.81149
-38.568202,33,33046.183539
-18.137031,17,33046.783612
-44.605306,38,33047.095169
-23.493172,22,33047.782752
-33.737561,30,33048.173797
-41.405143,35,33048.739871
-43.09689,38,33049.386951
-27.424707,25,33050.084525
-34.535716,31,33050.551085
-34.129611,30,33051.095652
-19.8336,19,33051.636723
-24.270302,22,33051.980263
-27.307199,25,33052.393317
-42.228759,37,33052.838876
-27.86137,25,33053.536477
-21.168157,20,33053.978541
-27.883627,25,33054.362593
-35.850448,31,33054.846152
-34.759974,31,33055.399718
-33.173624,30,33055.954786
-32.177397,29,33056.490353
-17.7766,17,33057.007905
-34.660618,31,33057.322964
-34.632125,30,33057.875523
-34.807089,30,33058.4256
-24.179128,23,33058.946165
-28.224017,26,33059.360204
-45.520616,39,33059.840761
-24.44887,22,33060.516354
-20.834435,20,33060.929417
-24.023881,22,33061.307959
-25.815707,23,33061.716509
-11.815516,12,33062.134574
-24.511294,23,33062.354601
-21.872647,20,33062.81365
-11.768789,12,33063.168694
-10.460767,11,33063.39272
-27.726722,25,33063.613745
-28.021126,25,33064.098302
-43.234748,37,33064.554861
-25.318987,23,33065.204922
-21.077705,20,33065.659474
-24.851548,23,33066.018515
-21.927598,20,33066.420561
-3.111581,4,33066.795102
-22.965191,22,33066.874613
-35.503538,31,33067.288658
-26.88484,24,33067.861741
-23.290473,22,33068.312794
-27.916678,25,33068.713833
-21.205791,20,33069.194387
-25.245301,23,33069.561442
-21.05576,20,33069.975496
-36.516464,33,33070.348541
-29.080806,27,33070.947613
-18.250177,17,33071.468163
-31.589208,29,33071.753692
-18.732463,18,33072.285245
-24.433304,23,33072.624295
-27.256759,25,33073.05534
-13.312488,13,33073.486396
-25.231379,23,33073.738929
-21.82258,20,33074.163977
-16.767204,17,33074.536018
-29.627787,27,33074.837556
-36.073692,32,33075.350123
-17.696624,18,33075.934206
-26.850226,25,33076.267742
-21.134153,20,33076.740303
-50.574415,42,33077.11934
-24.214615,7,33077.874915
-26.504062,24,33078.008429
-30.254625,27,33078.444993
-33.032605,29,33078.935545
-45.086352,38,33079.564636
-15.088718,15,33080.342755
-34.626125,30,33080.647289
-16.300526,16,33081.175847
-44.005538,38,33081.508385
-22.43351,21,33082.175991
-18.535501,18,33082.566034
-26.930227,25,33082.91457
-32.754741,29,33083.37413
-33.358507,29,33083.907701
-38.252662,33,33084.414255
-15.628812,15,33085.036833
-36.564618,32,33085.302871
-43.699437,37,33085.894936
-43.392847,38,33086.599528
-35.358939,31,33087.268126
-39.202777,34,33087.830189
-11.965001,12,33088.421256
-35.011979,31,33088.633278
-28.177036,25,33089.17085
-34.660574,30,33089.639399
-30.042762,27,33090.326021
-21.963563,21,33090.823573
-23.159899,22,33091.235618
-20.434136,19,33091.610151
-14.13559,14,33091.962193
-33.463719,29,33092.242724
-29.129116,26,33092.800287
-39.874325,34,33093.294846
-39.591831,35,33093.935426
-35.026742,30,33094.569507
-40.000374,35,33095.121562
-13.112415,5,33095.743634
-34.439013,30,33095.853149
-35.503981,31,33096.40771
-46.214919,39,33096.972772
-24.343978,22,33097.691362
-36.094175,32,33098.094403
-28.086802,26,33098.707477
-34.624698,30,33099.172035
-31.066018,28,33099.720095
-19.760222,19,33100.239644
-12.650265,13,33100.56819
-20.373434,19,33100.806222
-24.789063,23,33101.144268
-17.644454,17,33101.565312
-36.517767,32,33101.859848
-30.360509,27,33102.428914
-24.716343,23,33102.907965
-35.878512,32,33103.334515
-30.86378,28,33103.894077
-32.679888,30,33104.408631
-43.904471,37,33105.005724
-32.722383,29,33105.663311
-26.564905,24,33106.156875
-23.101828,21,33106.610927
-40.622766,36,33107.047472
-44.821145,38,33107.702551
-24.312525,23,33108.409124
-28.209579,26,33108.805181
-13.071012,13,33109.274732
-26.729207,24,33109.539259
-34.42157,31,33109.980309
-15.058012,15,33110.545366
-33.245526,30,33110.849901
-12.013567,12,33111.35546
-23.385069,22,33111.583487
-35.621221,32,33112.034042
-29.03338,26,33112.604605
-22.858131,21,33113.07816
-25.433903,24,33113.479213
-21.974264,20,33113.900278
-28.102632,25,33114.239323
-37.415739,32,33114.732881
-49.595321,41,33115.354968
-45.626016,38,33116.130066
-31.302869,29,33116.83966
-41.133411,35,33117.395222
-16.478775,16,33118.031792
-34.683261,31,33118.324323
-26.845199,25,33118.903891
-40.789495,35,33119.359445
-40.242634,35,33120.016513
-13.033288,13,33120.661093
-8.366065,9,33120.924626
-40.944761,35,33121.113143
-27.291676,25,33121.731716
-31.170272,28,33122.229288
-35.874348,32,33122.774853
-42.884723,36,33123.378927
-26.864569,25,33124.044512
-49.358287,41,33124.54408
-35.205755,31,33125.293672
-35.65996,31,33125.858745
-36.301066,32,33126.42782
-8.558248,9,33127.006388
-30.482893,28,33127.180413
-37.242237,32,33127.698977
-33.616007,30,33128.246053
-25.331352,23,33128.758631
-30.695316,28,33129.188684
-52.671495,43,33129.725764
-24.558365,22,33130.621882
-26.189958,24,33131.022929
-24.256241,23,33131.464487
-23.582774,22,33131.889542
-32.851953,29,33132.28959
-7.221849,8,33132.808157
-17.766122,18,33132.969177
-33.656232,30,33133.331217
-17.586424,17,33133.873782
-41.29725,36,33134.170333
-22.115203,21,33134.80142
-32.788242,30,33135.196471
-19.959149,19,33135.724537
-8.636438,9,33136.056071
-16.472781,16,33136.22609
-20.68197,19,33136.536622
-27.323483,25,33136.894164
-14.722965,15,33137.35772
-32.026377,28,33137.644251
-9.590118,10,33138.140831
-27.933835,26,33138.336857
-31.808381,28,33138.833418
-31.99478,29,33139.362982
-32.034324,28,33139.901558
-33.463654,30,33140.414125
-37.62383,33,33140.950187
-36.947839,32,33141.583268
-18.9922,18,33142.167336
-18.065947,17,33142.496879
-11.687172,12,33142.818414
-38.741918,33,33143.064944
-9.505501,10,33143.641015
-10.932166,11,33143.815529
-22.96195,22,33144.029058
-23.047664,22,33144.401598
-15.070369,15,33144.817653
-39.322343,34,33145.106183
-9.804479,10,33145.704259
-26.631782,24,33145.901282
-31.71338,28,33146.361841
-51.008295,42,33146.8984
-19.521022,18,33147.634507
-20.787021,19,33147.976044
-36.73664,33,33148.327089
-32.585209,29,33148.932164
-46.758279,40,33149.458723
-22.996006,22,33150.209321
-30.386793,28,33150.615378
-13.184797,13,33151.135439
-24.149937,22,33151.371473
-16.420026,16,33151.755522
-31.40446,28,33152.065051
-23.924503,22,33152.567612
-33.229203,30,33153.001658
-34.27406,30,33153.541718
-40.983464,36,33154.126775
-47.395185,40,33154.82084
-42.382907,36,33155.572942
-34.536544,31,33156.221008
-23.905409,22,33156.769084
-35.567503,31,33157.212133
-24.460352,23,33157.7612
-30.70639,28,33158.218251
-22.919422,22,33158.754308
-25.367204,23,33159.156361
-31.128657,28,33159.577414
-26.561208,24,33160.086993
-30.465631,28,33160.535552
-28.320546,26,33161.021621
-29.270875,19,33161.523179
-17.846804,17,33161.887233
-33.823739,30,33162.202773
-28.373919,26,33162.780854
-39.372469,34,33163.291408
-27.799594,26,33163.904482
-47.92685,40,33164.401036
-23.766266,22,33165.10362
-33.888576,30,33165.51466
-26.895825,25,33166.078728
-42.102745,36,33166.563276
-29.743985,27,33167.242871
-26.059779,24,33167.753431
-29.078179,27,33168.192487
-22.796115,21,33168.656052
-35.792157,31,33169.031102
-37.249156,33,33169.617667
-18.716083,18,33170.234247
-41.564725,36,33170.584803
-16.147023,16,33171.222891
-37.600062,33,33171.519435
-22.307526,21,33172.125515
-11.721911,12,33172.513557
-31.563037,28,33172.747084
-35.723172,32,33173.282652
-10.542856,11,33173.844723
-34.119613,30,33174.06675
-23.77841,22,33174.629827
-26.313455,24,33175.017364
-18.351267,18,33175.439922
-42.333637,37,33175.807467
-19.975572,19,33176.489046
-43.654969,37,33176.867093
-34.591107,30,33177.519169
-39.403741,35,33178.05324
-23.729598,22,33178.719311
-25.100495,23,33179.153867
-41.669254,35,33179.561918
-9.566379,10,33180.176986
-5.273298,6,33180.347002
-33.085172,30,33180.478519
-14.192036,14,33181.02308
-11.599471,12,33181.262614
-16.317395,16,33181.478644
-39.301556,34,33181.793177
-46.918358,40,33182.434759
-54.748734,45,33183.214349
-36.823751,32,33184.065956
-24.008042,22,33184.635031
-23.570069,22,33185.040077
-25.350308,23,33185.428625
-25.108343,23,33185.859182
-23.016014,22,33186.270229
-16.394163,16,33186.683272
-12.038037,12,33186.983804
-33.584175,30,33187.208825
-27.521043,25,33187.758892
-25.997311,25,33188.216937
-36.86165,32,33188.6525
-20.719668,20,33189.217052
-34.197435,31,33189.583103
-32.289464,29,33190.161169
-40.183325,35,33190.725715
-20.7221,20,33191.353303
-32.910849,29,33191.729841
-24.963091,23,33192.272894
-22.319673,21,33192.711938
-34.16087,30,33193.115982
-27.591362,25,33193.641048
-28.631483,26,33194.102105
-46.847726,39,33194.579654
-30.32609,28,33195.260246
-36.20173,31,33195.765814
-37.383048,32,33196.34088
-19.134619,18,33196.923453
-36.640585,32,33197.270507
-33.175823,29,33197.873585
-35.443176,32,33198.384158
-8.540866,9,33198.965227
-28.802679,26,33199.162259
-26.682785,24,33199.652823
-30.401758,28,33200.106891
-35.973319,31,33200.615451
-35.366621,32,33201.16953
-28.092512,26,33201.770599
-24.73327,23,33202.246161
-36.408483,10,33202.668206
-14.997686,15,33202.851225
-25.504883,24,33203.13376
-20.673629,21,33203.583819
-29.289593,26,33204.015866
-40.208117,35,33204.497438
-20.414802,19,33205.127509
-17.749407,17,33205.476563
-30.512748,27,33205.800111
-28.382335,26,33206.321671
-25.620889,23,33206.814235
-28.065614,25,33207.238797
-26.472661,24,33207.718849
-23.33926,22,33208.15343
-33.095655,29,33208.579481
-14.170683,14,33209.067046
-17.278211,17,33209.319072
-18.541758,18,33209.630613
-17.926958,17,33209.961665
-38.265584,34,33210.303207
-25.347162,23,33210.920281
-33.509317,30,33211.352846
-39.74728,34,33211.902413
-39.73789,34,33212.555008
-36.274788,31,33213.175087
-37.043242,33,33213.758156
-40.866266,36,33214.384248
-29.573945,26,33215.041837
-34.300799,30,33215.530892
-18.871541,18,33216.067955
-40.252101,34,33216.411512
-34.602538,30,33217.033592
-38.276079,34,33217.594665
-36.143659,32,33218.210737
-12.722016,13,33218.768808
-18.841056,18,33219.007831
-19.878713,19,33219.353873
-24.571114,23,33219.698409
-27.974453,25,33220.119455
-48.36889,41,33220.622017
-35.553534,31,33221.354109
-7.427764,8,33221.94518
-38.928622,34,33222.119699
-42.264429,36,33222.704776
-28.879667,27,33223.346364
-23.697785,22,33223.816426
-18.925511,18,33224.209465
-23.251944,22,33224.5435
-44.759458,38,33225.058063
-31.364892,28,33225.728132
-28.914473,26,33226.236199
-52.712118,44,33226.739763
-27.594178,25,33227.529344
-28.598385,26,33227.995892
-16.346245,16,33228.455452
-15.476389,15,33228.748989
-37.253514,33,33229.033028
-28.283433,26,33229.654602
-21.876149,20,33230.14516
-45.53643,38,33230.533718
-24.200293,23,33231.2438
-7.197675,8,33231.634345
-23.830415,22,33231.805367
-24.627997,23,33232.218429
-40.730796,35,33232.672979
-21.008621,20,33233.293049
-44.662147,38,33233.670094
