#{"t_start": 1736528470.7258098, "env_id": "footsteps-planning-any-withball-v0"}
r,l,t
-40.225209,35,3642.349499
-34.5202,31,3642.97207
-15.333497,15,3643.542632
-24.3456,23,3643.822183
-38.211093,33,3644.397273
-38.689783,33,3645.008352
-40.260261,34,3645.610411
-17.277745,17,3646.193485
-38.945229,34,3646.517026
-30.470162,27,3647.131106
-25.773292,23,3647.60468
-21.450101,20,3648.01672
-24.549495,16,3648.381763
-42.274042,36,3648.675292
-33.574002,30,3649.364369
-31.885011,28,3649.887429
-31.760761,28,3650.420978
-27.613627,25,3650.952535
-18.966945,18,3651.434081
-22.633587,21,3651.750628
-38.547117,34,3652.123692
-31.160573,27,3652.732754
-17.128843,16,3653.22431
-27.063093,25,3653.515839
-11.825717,12,3653.984402
-19.965498,20,3654.227422
-29.575984,27,3654.608458
-41.852142,36,3655.137017
-36.228365,32,3655.774585
-28.755546,26,3656.347157
-38.45813,33,3656.832723
-18.557019,18,3657.389796
-35.242308,31,3657.736344
-30.292402,28,3658.308421
-34.94288,30,3658.801
-23.3906,22,3659.336555
-41.282465,35,3659.754596
-47.085705,39,3660.384181
-47.699376,40,3661.073762
-38.256103,33,3661.784351
-30.488961,27,3662.393425
-30.845809,28,3662.891988
-25.986884,24,3663.387554
-35.938102,31,3663.829615
-47.921651,40,3664.404684
-29.75928,27,3665.129262
-13.865627,14,3665.613814
-20.502216,19,3665.864839
-17.110933,17,3666.332456
-6.339126,7,3666.719515
-41.931573,36,3666.868531
-34.442457,31,3667.531603
-30.535456,27,3668.117676
-28.071406,26,3668.61823
-21.483869,20,3669.108806
-46.086278,40,3669.516857
-10.304604,11,3670.284956
-22.893443,21,3670.505976
-8.396129,9,3670.878027
-36.820615,32,3671.060546
-28.029921,26,3671.629614
-37.20255,32,3672.114175
-38.392913,34,3672.721256
-47.737898,40,3673.373825
-33.482028,29,3674.111414
-18.369281,18,3674.63599
-29.628848,27,3674.953527
-32.316685,29,3675.44508
-28.865806,26,3675.967641
-25.445064,24,3676.458202
-22.006677,21,3676.906758
-16.160744,16,3677.303806
-32.944035,30,3677.59234
-17.233313,17,3678.162908
-35.349391,31,3678.464438
-34.176289,30,3679.011506
-34.566629,31,3679.573568
-36.675768,32,3680.132132
-38.619049,33,3680.717211
-17.181435,17,3681.333283
-44.267465,38,3681.686314
-29.380868,26,3682.360379
-9.694582,10,3682.84294
-19.947981,19,3683.021963
-17.765438,17,3683.370007
-31.890528,28,3683.677545
-37.72849,33,3684.180099
-11.858967,12,3684.81117
-29.282992,26,3685.052197
-32.55656,29,3685.512754
-17.84016,17,3686.006312
-25.061877,23,3686.336848
-38.953952,34,3686.742902
-29.177418,27,3687.333966
-26.446472,24,3687.840519
-16.62541,16,3688.298081
-36.422242,31,3688.594612
-23.095386,22,3689.139183
-31.467174,21,3689.548226
-36.173923,31,3689.940278
-36.31803,31,3690.508346
-30.813771,28,3691.092421
-7.252609,8,3691.575975
-31.017745,28,3691.75549
-16.429961,16,3692.25805
-25.991195,24,3692.584096
-26.058905,24,3693.002147
-28.191009,26,3693.463201
-31.272442,28,3693.915764
-40.525779,35,3694.44534
-41.032106,35,3695.093915
-44.156867,38,3695.798498
-8.480963,9,3696.442585
-30.756299,27,3696.627605
-12.005251,12,3697.095172
-35.931356,31,3697.325199
-38.214505,33,3697.885264
-42.157814,36,3698.487335
-29.351516,26,3699.158407
-24.633123,23,3699.61397
-29.34295,27,3700.019027
-41.553692,29,3700.547585
-16.19383,16,3701.046149
-33.5382,29,3701.337686
-37.124948,32,3701.854245
-20.861561,20,3702.44432
-25.039816,23,3702.809373
-34.177586,30,3703.239431
-38.504304,34,3703.765002
-24.273385,23,3704.407574
-30.879193,28,3704.82763
-32.783266,29,3705.35719
-23.213579,22,3705.856751
-21.439613,20,3706.250793
-23.061176,23,3706.623836
-8.362732,9,3707.064891
-14.436018,14,3707.221912
-34.057244,31,3707.494444
-36.024427,32,3708.062016
-27.468628,25,3708.593098
-34.83903,31,3709.036159
-43.931668,37,3709.643231
-30.134793,27,3710.31782
-16.456844,16,3710.802388
-16.304001,16,3711.07793
-38.974885,34,3711.37646
-34.623976,31,3712.016525
-28.734673,26,3712.5471
-16.21436,16,3712.985658
-35.796446,32,3713.310195
-31.817818,29,3713.903268
-20.866199,20,3714.416832
-19.68478,19,3714.770374
-39.71767,34,3715.150428
-13.84102,14,3715.774019
-29.002762,26,3716.043049
-20.008088,19,3716.517619
-39.218815,35,3716.871157
-41.826095,36,3717.523756
-38.378295,33,3718.177333
-37.677442,32,3718.818328
-28.538121,26,3719.40605
-56.802906,47,3719.916396
-28.33183,25,3720.761996
-18.78071,18,3721.235042
-20.615437,19,3721.580095
-18.639867,18,3721.926641
-15.493268,15,3722.289686
-23.010435,22,3722.590221
-27.974416,26,3723.021279
-30.49263,28,3723.472832
-26.843091,25,3724.005395
-33.132773,30,3724.472962
-28.415506,26,3725.030542
-29.696878,26,3725.508105
-25.17319,23,3725.991663
-4.140769,5,3726.414722
-9.556378,10,3726.499231
-35.834318,32,3726.694264
-2.02948,3,3727.288332
-34.140102,30,3727.373841
-24.966455,23,3727.915414
-32.023869,28,3728.342459
-47.031079,40,3728.874519
-26.921768,25,3729.596112
-36.574605,32,3730.072685
-5.320082,6,3730.611237
-34.474129,30,3730.746747
-27.216749,25,3731.299803
-45.967671,39,3731.770344
-31.676204,21,3732.485934
-35.702762,31,3732.877984
-27.777115,25,3733.451044
-52.054768,43,3733.92909
-21.245912,20,3734.722178
-34.736395,30,3735.111223
-18.708481,18,3735.675285
-19.012228,18,3736.015823
-33.340665,29,3736.354859
-27.658813,25,3736.857409
-14.315637,14,3737.317463
-33.021618,29,3737.589993
-21.292837,20,3738.093558
-21.112257,20,3738.448103
-25.37347,23,3738.832151
-38.189612,34,3739.249194
-26.807335,25,3739.846285
-31.752822,29,3740.29184
-11.932932,12,3740.813402
-33.234399,29,3741.081935
-35.762022,32,3741.594509
-39.122769,34,3742.210307
-29.757817,26,3742.837556
-9.225931,10,3743.290115
-37.798081,33,3743.490146
-26.997817,17,3744.09022
-31.17107,28,3744.394763
-27.853951,25,3744.873323
-12.604613,13,3745.343874
-22.649002,21,3745.575919
-23.84959,22,3745.977959
-21.495024,20,3746.368014
-33.36139,30,3746.730547
-18.669952,18,3747.268628
-38.281814,34,3747.595176
-22.954786,21,3748.233249
-21.091119,20,3748.58331
-25.744437,24,3748.952351
-12.13355,12,3749.369399
-36.822161,33,3749.620425
-44.534954,38,3750.211489
-12.915382,13,3750.868067
-9.440082,10,3751.080093
-26.086854,24,3751.287123
-36.242277,32,3751.737174
-19.905929,19,3752.335233
-27.089129,25,3752.683274
-10.515032,11,3753.132323
-14.687597,14,3753.345851
-33.030178,30,3753.603887
-26.062535,24,3754.16895
-34.55809,31,3754.605996
-47.316357,39,3755.222391
-24.092841,23,3755.947948
-27.087247,24,3756.341001
-34.140559,31,3756.779552
-11.330548,12,3757.322119
-23.707459,22,3757.537143
-45.156747,38,3757.916193
-25.014909,23,3758.615782
-23.373032,21,3759.060339
-15.585919,15,3759.445882
-6.349131,7,3759.695424
-18.444572,18,3759.834951
-34.447675,31,3760.189996
-26.812961,25,3760.746563
-28.439758,26,3761.192128
-46.718095,39,3761.675682
-34.301179,31,3762.411593
-8.306003,9,3762.936512
-43.553397,37,3763.126531
-39.143135,35,3763.808609
-42.29394,37,3764.436199
-32.025475,14,3765.07027
-35.676355,32,3765.345806
-13.753595,14,3765.890365
-16.544827,16,3766.1669
-13.171866,13,3766.458429
-27.812644,25,3766.69245
-47.17611,40,3767.184009
-11.553593,12,3767.861598
-35.726292,31,3768.100627
-24.170207,22,3768.612196
-25.991928,24,3768.996253
-30.073199,27,3769.436826
-26.007522,24,3769.940379
-19.127804,18,3770.35743
-23.538578,22,3770.689975
-29.754472,27,3771.088028
-35.559041,31,3771.614587
-20.019927,19,3772.15966
-20.183045,19,3772.526767
-24.13285,22,3772.876955
-30.684708,28,3773.293326
-16.246515,16,3773.762373
-37.095837,32,3774.0699
-22.579675,21,3774.655978
-30.607939,28,3775.042025
-38.645205,33,3775.579087
-26.065728,24,3776.207165
-28.014916,25,3776.65523
-26.573094,24,3777.107792
-11.334216,12,3777.545838
-28.251987,25,3777.770855
-33.990444,31,3778.241428
-34.309734,30,3778.813831
-14.875512,15,3779.375424
-7.239545,8,3779.654254
-5.186733,6,3779.808772
-20.827887,20,3779.924286
-16.540612,16,3780.266338
-19.169732,18,3780.587871
-26.60414,24,3780.925416
-37.652743,32,3781.392397
-9.552447,10,3781.985062
-20.013991,19,3782.193292
-17.455192,17,3782.57184
-10.807167,11,3782.884887
-33.387101,30,3783.106906
-27.467589,25,3783.622467
-36.075468,31,3784.096019
-27.391659,25,3784.653586
-20.26809,19,3785.11516
-31.336626,28,3785.469705
-25.004809,23,3786.004782
-32.705916,29,3786.447833
-27.529695,25,3786.960402
-33.197757,30,3787.437973
-18.935564,18,3787.959535
-48.928852,41,3788.303572
-18.747234,18,3789.052152
-34.466975,30,3789.394197
-29.455835,26,3789.933768
-34.803551,30,3790.435329
-39.786603,34,3790.979398
-8.293234,9,3791.567965
-15.749205,15,3791.751994
-41.033346,35,3792.022533
-26.821083,25,3792.666638
-12.730828,13,3793.113188
-19.707984,19,3793.371215
-30.146255,27,3793.720256
-35.784564,32,3794.259904
-17.641969,17,3794.843997
-20.726716,20,3795.163643
-27.945026,25,3795.495183
-27.349783,25,3795.961754
-24.854222,23,3796.4263
-20.729294,20,3796.879353
-28.290924,26,3797.26039
-33.861177,30,3797.763949
-17.046233,17,3798.292515
-9.575248,10,3798.574046
-18.764827,10,3798.75507
-29.057681,27,3798.950091
-44.390909,37,3799.452651
-39.744608,35,3800.166237
-25.558347,23,3800.833816
-25.465917,24,3801.262862
-13.49063,13,3801.676914
-24.253363,23,3801.93145
-35.416945,31,3802.389508
-21.974419,22,3802.939574
-43.524531,37,3803.382623
-30.184029,27,3804.047199
-32.945648,30,3804.534757
-39.715084,34,3805.092314
-30.948964,27,3805.700389
-19.161865,18,3806.185949
-15.455647,15,3806.519984
-34.438014,30,3806.827512
-31.758928,28,3807.355076
-26.411865,24,3807.865654
-25.270112,24,3808.333208
-27.155837,25,3808.748259
-16.363128,16,3809.199311
-19.784377,19,3809.500853
-31.594042,29,3809.852901
-20.310279,19,3810.351454
-28.028346,25,3810.714007
-31.327932,28,3811.165576
-39.491915,34,3811.666144
-13.533741,14,3812.261231
-42.417752,37,3812.545762
-27.831234,25,3813.210831
-21.367859,20,3813.66038
-28.675488,26,3814.018417
-25.60426,24,3814.498464
-30.235288,28,3814.95802
-19.212919,18,3815.442579
-50.420526,42,3815.781115
-22.609581,21,3816.549218
-23.314374,22,3816.935263
-29.357416,26,3817.322308
-33.110754,29,3817.792351
-19.751202,19,3818.309908
-34.358733,31,3818.659963
-29.897645,27,3819.202518
-36.29633,32,3819.703077
-32.585628,29,3820.320647
-38.274461,33,3820.825196
-31.545787,28,3821.451273
-24.343405,22,3821.960833
-25.643798,24,3822.386874
-42.067012,37,3822.83942
-20.807918,20,3823.459488
-32.107765,29,3823.822529
-28.800158,27,3824.336106
-35.783293,31,3824.806152
-29.783278,27,3825.38522
-41.345565,35,3825.903776
-39.237475,34,3826.530349
-29.686792,27,3827.154429
-30.611108,27,3827.634974
-13.438258,13,3828.140539
-24.739559,23,3828.392563
-39.515596,34,3828.835113
-24.401957,22,3829.456182
-21.18243,20,3829.860228
-15.07144,15,3830.238276
-9.413775,10,3830.532812
-22.658289,21,3830.718324
-9.541592,10,3831.072387
-22.870496,21,3831.26141
-37.170219,33,3831.641457
-29.299863,26,3832.229533
-26.160078,24,3832.714596
-36.085969,32,3833.172149
-23.961556,22,3833.736222
-23.468654,14,3834.116769
-42.261349,24,3834.365302
-33.588736,29,3834.817353
-24.958369,23,3835.313917
-30.652122,27,3835.739463
-43.8269,38,3836.240026
-7.233714,8,3836.922614
-26.668001,25,3837.090132
-35.730483,32,3837.555697
-30.280549,27,3838.161761
-22.805993,21,3838.646312
-29.882871,27,3839.041351
-30.525281,28,3839.537902
-32.783715,29,3840.041461
-8.532383,9,3840.567014
-26.646496,25,3840.731027
-35.388259,31,3841.214073
-32.136849,28,3841.772148
-48.042152,40,3842.319713
-21.698335,20,3843.04179
-6.267923,7,3843.400325
-19.818566,19,3843.555343
-42.5281,36,3843.907896
-24.167551,22,3844.570461
-12.334018,13,3844.977529
-20.593576,20,3845.227051
-38.312046,33,3845.599587
-40.226177,35,3846.200676
-40.808196,35,3846.846252
-40.685839,36,3847.493348
-33.491643,29,3848.133924
-16.258096,16,3848.647482
-8.351437,9,3848.918511
-29.083717,26,3849.07854
-41.466211,35,3849.5451
-29.735234,27,3850.200186
-24.02088,22,3850.679745
-25.913806,24,3851.07181
-32.959297,29,3851.543365
-42.725976,37,3852.067938
-27.830664,26,3852.737521
-24.820154,23,3853.210596
-16.880896,16,3853.630162
-42.118163,37,3853.942696
-8.57248,9,3854.585774
-16.418277,16,3854.7718
-39.065103,33,3855.068344
-19.398472,19,3855.67942
-37.224747,32,3856.05847
-19.744013,19,3856.63554
-22.657096,21,3856.974087
-36.173628,32,3857.369147
-41.443194,35,3857.980228
-38.147605,34,3858.605304
-16.966996,16,3859.22138
-17.724744,17,3859.510908
-29.364225,26,3859.828945
-16.243909,16,3860.298998
-44.595232,39,3860.607532
-32.193251,29,3861.339612
-17.773696,17,3861.857189
-37.877734,34,3862.165729
-14.371503,14,3862.766796
-7.299884,8,3863.044333
-22.594422,21,3863.202845
-39.265743,34,3863.597903
-31.766453,28,3864.222974
-22.587415,21,3864.724547
-26.562212,24,3865.09359
-35.367129,32,3865.522655
-30.736211,28,3866.12172
-33.350352,30,3866.657794
-23.580217,22,3867.22335
-20.389519,19,3867.613389
-22.615965,21,3867.974429
-15.606062,15,3868.351474
-43.949346,38,3868.650016
-35.635193,31,3869.319089
-25.726976,23,3869.87817
-15.873867,16,3870.299218
-29.135115,26,3870.604759
-42.629967,36,3871.111321
-23.742503,22,3871.750899
-27.588535,25,3872.148943
-30.401891,27,3872.625503
-22.718968,21,3873.147637
-25.345317,23,3873.546208
-9.51915,10,3873.951257
-28.158838,26,3874.142277
-44.680298,38,3874.64284
-21.342874,20,3875.307917
-22.570179,21,3875.67398
-37.823893,32,3876.046019
-25.315307,23,3876.623592
-10.909476,11,3877.04214
-32.662467,29,3877.232654
-27.815039,26,3877.768724
-19.511517,19,3878.244279
-12.857324,13,3878.589821
-27.579419,25,3878.823844
-33.656703,30,3879.272416
-37.801683,32,3879.817985
-34.575131,30,3880.401055
-8.420707,9,3880.950119
-32.907448,30,3881.149143
-37.244373,32,3881.683706
-25.871393,23,3882.269786
-29.613427,26,3882.699828
-16.314529,16,3883.157388
-13.904659,14,3883.449914
-31.437587,28,3883.72994
-30.405154,27,3884.234517
-26.01096,24,3884.738078
-36.206042,31,3885.184647
-38.295015,33,3885.744719
-26.862277,24,3886.343796
-35.746205,31,3886.786854
-24.4506,22,3887.35792
-30.571008,27,3887.749968
-17.761431,17,3888.239027
-32.985207,30,3888.560066
-24.605258,23,3889.103622
-16.276768,16,3889.529671
-15.442332,15,3889.817203
-23.438088,15,3890.087736
-22.988749,21,3890.374274
-16.329486,16,3890.73381
-26.705155,24,3891.036354
-41.589461,35,3891.518918
-47.97945,41,3892.14101
-26.402305,26,3892.889112
-49.40211,41,3893.39968
-28.410562,26,3894.15379
-31.768827,28,3894.65036
-13.956201,14,3895.147921
-29.747621,27,3895.412956
-21.96613,20,3895.919514
-40.924707,36,3896.302563
-23.40449,22,3896.978149
-25.5672,24,3897.377202
-21.456686,20,3897.805255
-35.763852,32,3898.180297
-25.505572,24,3898.781372
-33.941211,30,3899.208436
-27.738178,25,3899.750496
-12.796668,13,3900.199556
-37.410358,32,3900.429589
-41.061634,36,3901.029657
-44.979146,38,3901.68924
-35.656716,31,3902.38683
-25.773718,24,3902.93839
-20.405666,19,3903.375948
-35.551627,31,3903.707486
-42.79101,36,3904.304556
-26.179617,24,3904.953143
-15.480331,15,3905.395195
-27.455324,25,3905.669731
-14.260494,14,3906.11278
-19.743576,19,3906.370316
-33.431659,29,3906.721855
-20.755783,20,3907.244918
-39.788589,34,3907.649959
-30.340656,27,3908.245046
-29.531317,27,3908.722095
-17.751741,17,3909.193658
-32.766684,29,3909.516198
-52.146657,43,3910.046264
-34.995283,30,3910.803851
-30.377925,27,3911.3394
-20.409702,19,3911.849458
-28.947339,27,3912.222992
-14.139469,14,3912.716563
-22.563303,21,3912.965096
-14.233284,14,3913.343632
-16.680888,16,3913.613163
-42.747796,37,3913.927696
-22.934846,21,3914.592262
-38.9831,34,3914.9633
-22.25264,21,3915.594372
-26.789325,25,3915.975425
-26.528209,25,3916.422482
-30.728539,28,3916.866038
-17.910753,17,3917.363594
-20.460874,19,3917.698137
-31.155013,28,3918.060179
-26.88038,24,3918.560741
-35.065799,31,3919.006794
-11.522594,12,3919.578862
-32.617801,29,3919.811884
-8.351463,9,3920.326452
-39.098119,34,3920.514477
-10.696953,11,3921.102543
-38.183566,33,3921.317578
-18.491127,18,3921.920644
-29.484988,27,3922.251683
-36.943183,32,3922.747262
-39.121498,34,3923.348323
-22.029908,21,3923.938893
-24.882807,23,3924.30493
-29.760858,27,3924.714986
-9.65392,10,3925.213544
-18.637429,18,3925.403576
-16.267268,16,3925.755628
-70.234795,16,3926.072172
-19.553415,19,3926.359705
-34.752714,31,3926.743247
-25.43033,23,3927.305325
-28.080352,26,3927.718385
-28.130895,26,3928.165943
-35.356521,31,3928.636992
-28.128,25,3929.190072
-30.211053,27,3929.669628
-41.043361,36,3930.121677
-8.56542,9,3930.747751
-25.528985,23,3930.930773
-27.036607,25,3931.349323
-22.132163,21,3931.793377
-16.31345,16,3932.171433
-24.951375,23,3932.457969
-19.679944,19,3932.895021
-28.071372,25,3933.224567
-31.785863,28,3933.694135
-42.200937,36,3934.204701
-23.520005,22,3934.827777
-31.777233,28,3935.224829
-16.511388,16,3935.71941
-11.104352,11,3935.995948
-43.407915,37,3936.195983
-34.373575,31,3936.889576
-35.635807,31,3937.469644
-40.862504,35,3938.063721
-20.619955,20,3938.681813
-25.39706,23,3939.065852
-26.676793,25,3939.495918
-26.942182,25,3939.946965
-23.076829,21,3940.426526
-36.501905,32,3940.811571
-41.996381,37,3941.40165
-21.600078,20,3942.043733
-37.634138,33,3942.430786
-28.998832,26,3943.030856
-38.152264,34,3943.681489
-17.864293,17,3944.319555
-28.095972,26,3944.657598
-29.045755,27,3945.146662
-28.876989,26,3945.619222
-23.448834,22,3946.096782
-16.894822,16,3946.501827
-33.868371,31,3946.812383
-17.830959,17,3947.369448
-25.156116,23,3947.695988
-21.760286,21,3948.107056
-33.06572,30,3948.480107
-40.061763,35,3949.050182
-28.205717,26,3949.732263
-28.894444,26,3950.203814
-15.060841,15,3950.662377
-31.927056,29,3950.965906
-30.643372,27,3951.489463
-48.909929,41,3951.995015
-15.543168,16,3952.698593
-37.460577,33,3953.015123
-28.80752,26,3953.639195
-38.824951,34,3954.120743
-30.964933,28,3954.709834
-25.623807,24,3955.230395
-44.158763,38,3955.678938
-41.221194,36,3956.354529
-24.366563,24,3957.026612
-26.356692,24,3957.462162
-24.697359,23,3957.897223
-37.926894,33,3958.317278
-25.839969,24,3958.902349
-36.177572,32,3959.352896
-28.285807,26,3959.89849
-28.007412,26,3960.347544
-37.551207,32,3960.848099
-17.254189,17,3961.401167
-28.265323,26,3961.727717
-7.194666,8,3962.228281
-27.921,26,3962.381308
-22.762003,21,3962.843364
-41.562008,36,3963.217412
-31.970885,29,3963.868991
-29.780169,27,3964.434564
-29.167096,27,3964.944123
-47.12002,40,3965.446697
-19.118943,18,3966.1758
-30.117686,28,3966.50934
-31.817512,29,3967.003903
-28.436739,26,3967.517466
-22.809874,21,3967.991023
-30.585191,27,3968.40407
-27.527959,25,3968.900631
-39.070158,35,3969.357198
-27.491448,25,3969.967264
-11.817533,12,3970.401316
-31.829915,29,3970.62634
-27.828228,26,3971.152898
-34.800554,30,3971.624465
-6.276866,7,3972.151029
-15.208394,15,3972.288049
-36.795964,32,3972.568579
-33.286847,30,3973.163653
-13.810161,14,3973.669219
-33.256112,30,3973.935255
-32.071449,29,3974.499326
-24.147223,22,3975.015889
-29.375649,26,3975.406946
-23.917188,22,3975.908507
-23.92409,22,3976.316564
-27.455921,25,3976.732613
-18.214512,17,3977.197173
-24.67842,23,3977.52371
-32.639997,29,3977.943769
-33.160761,29,3978.467842
-14.312925,14,3978.9544
-29.433153,27,3979.217423
-23.782082,22,3979.726988
-18.319519,18,3980.127036
-20.798517,21,3980.440567
-32.96226,29,3980.827606
-12.218494,12,3981.363661
-37.110936,32,3981.601687
-15.660914,16,3982.184761
-10.719768,11,3982.478294
-14.99126,15,3982.682327
-22.499738,21,3982.972866
-31.050934,28,3983.371921
-43.962084,37,3983.889481
-34.076122,30,3984.579061
-47.460778,40,3985.133625
-20.647687,19,3985.874717
-12.845153,13,3986.210263
-13.843047,14,3986.452285
-35.413373,31,3986.717815
-24.633957,23,3987.305882
-19.430173,19,3987.768438
-26.376181,24,3988.114993
-26.441506,24,3988.56054
-20.305142,19,3988.978595
-24.283349,22,3989.341144
-31.180329,28,3989.733203
-32.401303,29,3990.260275
-17.819294,17,3990.793827
-27.339311,25,3991.11037
-34.641853,30,3991.552422
-45.454607,38,3992.107493
-23.970882,22,3992.804072
-25.924829,24,3993.20312
-32.953884,29,3993.642176
-22.369469,21,3994.190246
-43.009572,36,3994.578281
-31.042895,28,3995.222363
-21.809249,20,3995.736925
-37.186478,33,3996.113967
-47.805498,40,3996.735036
-31.58705,28,3997.469118
-20.687785,19,3997.984686
-26.039768,24,3998.339223
-12.420826,13,3998.746269
-31.50666,28,3998.987799
-21.76954,21,3999.482366
-24.376739,23,3999.874409
-33.785702,30,4000.278461
-34.390245,30,4000.837025
-32.633217,29,4001.363091
-27.905712,25,4001.899654
-12.707062,13,4002.329717
-43.276745,37,4002.570254
-32.683697,29,4003.229334
-31.331293,28,4003.767395
-27.890697,26,4004.287947
-22.522809,21,4004.746995
-30.740584,28,4005.15404
-29.402705,26,4005.69111
-28.524934,26,4006.180675
-18.839325,19,4006.622729
-36.788071,32,4006.984775
-25.535043,24,4007.590846
-23.130691,22,4008.038898
-38.097729,33,4008.453939
-32.885194,29,4009.039018
-28.35285,25,4009.576086
-32.044539,28,4010.025146
-41.086473,35,4010.534703
-36.191558,31,4011.15828
-43.25506,37,4011.745834
-22.427358,21,4012.423423
-23.998813,22,4012.82648
-24.205353,22,4013.215535
-33.407057,30,4013.634589
-15.562201,15,4014.174655
-34.672,30,4014.456684
-26.953667,25,4014.99875
-45.7684,39,4015.461303
-27.350089,25,4016.159898
-4.143665,5,4016.590951
-31.509714,29,4016.700464
-15.50472,16,4017.231022
-25.357935,24,4017.561056
-12.956316,13,4017.995115
-39.741494,35,4018.541744
-4.096115,5,4019.197315
-41.077254,35,4019.309834
-14.964879,15,4019.935904
-19.270865,18,4020.229429
-34.435538,30,4020.570468
-26.226119,24,4021.100032
-34.632656,30,4021.526088
-10.748911,11,4022.104156
-14.293224,14,4022.301181
-29.467024,27,4022.59471
-42.257461,24,4023.088278
-37.743503,33,4023.543327
-40.726528,35,4024.169905
-34.159485,31,4024.793974
-8.390222,9,4025.373042
-9.262209,10,4025.531556
-37.047444,32,4025.719585
-22.82991,21,4026.298669
-25.572133,23,4026.683726
-43.478961,38,4027.119776
-8.312282,9,4027.79436
-24.270996,23,4027.976379
-27.102399,25,4028.379428
-29.136883,26,4028.816484
-41.363639,35,4029.28005
-33.723085,30,4029.925123
-19.37659,18,4030.484179
-15.386261,15,4030.817711
-26.924785,25,4031.104243
-20.244901,19,4031.533288
-35.024503,31,4031.90236
-11.664388,12,4032.480427
-41.431767,36,4032.725454
-20.940181,20,4033.403034
-28.103079,25,4033.79208
-34.269771,30,4034.276628
-28.040122,25,4034.810195
-22.635805,21,4035.254243
-32.050911,14,4035.641296
-31.204995,28,4035.919827
-28.271444,26,4036.41538
-17.101491,17,4036.855433
-38.395681,33,4037.183479
-17.326918,17,4037.787551
-2.036555,3,4038.08209
-33.021561,29,4038.171601
-39.565649,34,4038.682177
-45.973714,39,4039.334255
-17.379108,17,4040.022855
-36.689717,32,4040.323401
-36.566902,32,4040.916477
-30.622918,28,4041.478544
-26.322212,24,4041.988115
-5.115915,6,4042.425158
-31.016813,27,4042.563174
-28.836447,26,4043.066744
-31.181183,28,4043.566312
-29.595653,27,4044.088875
-32.20748,28,4044.61043
-54.95271,46,4045.136983
-24.126467,22,4045.950072
-10.973794,11,4046.352115
-53.23534,44,4046.584647
-8.512618,9,4047.358239
-24.606347,23,4047.517258
-19.67061,19,4047.961316
-6.424051,7,4048.289357
-52.742731,44,4048.465376
-13.004972,13,4049.235972
-8.661747,9,4049.464498
-23.534641,22,4049.637015
-24.257194,22,4050.048066
-37.195897,33,4050.482619
-35.557472,32,4051.074685
-10.630738,11,4051.628252
-20.599284,20,4051.838287
-13.17333,13,4052.204339
-26.777183,24,4052.468872
-26.682989,25,4052.941925
-31.614047,29,4053.397496
-33.128036,29,4053.918061
-17.675834,17,4054.440634
-27.6395,25,4054.746181
-24.110459,22,4055.201739
-43.362932,37,4055.610802
-40.657975,36,4056.276393
-13.02541,13,4056.89349
-29.261246,26,4057.16502
-19.611084,19,4057.635075
-20.316658,19,4057.976132
-18.401684,18,4058.331672
-27.464023,25,4058.671715
-30.159097,27,4059.122776
-18.351219,18,4059.636329
-35.440448,31,4059.974381
-33.917504,30,4060.570452
-31.871122,29,4061.124014
-39.963932,34,4061.692088
-24.347534,23,4062.300164
-26.553492,24,4062.713219
-16.594943,16,4063.144278
-27.733442,25,4063.433819
-26.629705,24,4063.909386
-44.797092,38,4064.38495
-23.369879,22,4065.046028
-18.301744,17,4065.414081
-31.953588,28,4065.741626
-17.534103,17,4066.240182
-50.301603,42,4066.579214
-12.551052,13,4067.315818
-18.36796,18,4067.558843
-44.395271,38,4067.905897
-32.113989,28,4068.589491
-38.165349,33,4069.126056
-10.934841,11,4069.704127
-15.606921,15,4069.916154
-23.348551,22,4070.215688
-14.273818,14,4070.632748
-16.779831,16,4070.893275
-10.461756,11,4071.205807
-40.903896,36,4071.421842
-17.739792,17,4072.05792
-31.563002,28,4072.365455
-16.657343,16,4072.840017
-30.271765,27,4073.114558
-22.177648,21,4073.624115
-44.722324,38,4074.028162
-19.26736,18,4074.751748
-11.7669,12,4075.0533
-36.088282,32,4075.296826
-47.194676,40,4075.937891
-30.635832,28,4076.631489
-12.498246,13,4077.122044
-36.691072,32,4077.383569
-30.279549,28,4077.952125
-35.977081,32,4078.474183
-24.282263,23,4079.004744
-28.009686,26,4079.424794
-24.660467,23,4079.888361
-31.855587,28,4080.321411
-3.074299,4,4080.819966
-4.116511,5,4080.906479
-20.667091,19,4081.006988
-16.589285,16,4081.360523
-38.320107,33,4081.689568
-29.253475,27,4082.441195
-29.518292,27,4082.961772
-40.006642,34,4083.473837
-32.817157,29,4084.105917
-25.098376,23,4084.612478
-28.12234,25,4085.050518
-38.872687,33,4085.507087
-32.217755,28,4086.136179
-25.985076,24,4086.64573
-29.568551,27,4087.095294
-32.265326,28,4087.585847
-42.229862,36,4088.084409
-27.870716,26,4088.743476
-28.088495,26,4089.200037
-29.761093,27,4089.67259
-25.875344,24,4090.163644
-18.213131,17,4090.608197
-32.49998,29,4090.901737
-23.137909,21,4091.445301
-36.89546,33,4091.825374
-30.013014,27,4092.460445
-20.60777,20,4092.945011
-37.418918,32,4093.332067
-8.365949,9,4093.899159
-43.028339,37,4094.079176
-23.559371,22,4094.758256
-38.169793,33,4095.146301
-41.656452,36,4095.764377
-31.093131,28,4096.407953
